Ano;Mês;Indicador;Descrição;Município;UF;Prestadora;Resultado;Número de Coletores;Número de Medidas;Limite Inferior;Limite Superior;data
2022;6;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);palmas;to;vivo;80,59;1315;8348;79,7942;81,3940;2022-06-28
2022;12;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);palmas;to;vivo;84,43;2130;13342;83,7935;85,0590;2022-12-28
2022;5;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);palmas;to;claro;72,28;2192;8619;71,4949;73,0694;2022-05-28
2022;3;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);porto velho;ro;tim;88,11;1787;6686;87,2131;89,0008;2022-03-28
2022;9;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);palmas;to;tim;83,02;2295;8612;82,2317;83,8068;2022-09-28
2022;9;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);porto velho;ro;tim;81,59;3575;19204;81,0649;82,1197;2022-09-28
2022;12;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);palmas;to;claro;65,96;10134;34947;65,5660;66,3479;2022-12-28
2022;11;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);palmas;to;claro;66,64;9683;35062;66,2516;67,0322;2022-11-28
2022;10;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);rio branco;ac;claro;74,37;9233;40782;74,0115;74,7354;2022-10-28
2022;4;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);rio branco;ac;tim;88,66;1494;7186;87,7973;89,5216;2022-04-28
2022;6;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);rio branco;ac;claro;74,99;4050;18862;74,4545;75,5189;2022-06-28
2022;10;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);rio branco;ac;tim;82,88;1874;7852;82,0585;83,7081;2022-10-28
2022;11;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);fortaleza;ce;tim;73,87;61222;246998;73,7203;74,0144;2022-11-28
2022;9;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);fortaleza;ce;vivo;87,79;13110;78205;87,5336;88,0563;2022-09-28
2022;10;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);porto velho;ro;vivo;81,32;4629;23558;80,8440;81,7964;2022-10-28
2022;6;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);porto velho;ro;vivo;77,69;3288;14318;77,0746;78,2962;2022-06-28
2022;7;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);porto velho;ro;tim;85,29;3732;22640;84,8013;85,7728;2022-07-28
2022;8;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);porto velho;ro;tim;83,65;3997;24400;83,1837;84,1195;2022-08-28
2022;5;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);rio branco;ac;claro;75,26;2561;11343;74,5760;75,9485;2022-05-28
2022;8;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);campo grande;al;tim;75,81;35;108;68,7737;82,8391;2022-08-28
2022;11;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);palmas;to;tim;84,85;2587;9752;84,1142;85,5944;2022-11-28
2022;4;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);palmas;to;vivo;81,29;816;4485;80,2018;82,3845;2022-04-28
2022;3;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);campo grande;al;tim;41,67;13;24;26,7480;56,5852;2022-03-28
2022;5;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);campo grande;al;claro;33,33;3;3;0,0000;75,5294;2022-05-28
2022;12;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);porto velho;ro;claro;76,96;15940;65540;76,6705;77,2415;2022-12-28
2022;9;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);porto velho;ro;claro;78,24;12525;59459;77,9373;78,5368;2022-09-28
2022;12;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);palmas;to;tim;83,89;2899;9687;83,1430;84,6281;2022-12-28
2022;9;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);palmas;to;claro;69,03;7879;29979;68,6095;69,4537;2022-09-28
2022;12;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);campo grande;al;claro;54,05;18;37;42,0388;66,0692;2022-12-28
2022;5;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);campo grande;al;tim;57,69;26;47;47,0316;68,3529;2022-05-28
2022;7;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);campo grande;al;tim;75,00;29;96;67,5407;82,4592;2022-07-28
2022;6;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);palmas;to;tim;82,09;2133;8726;81,3051;82,8699;2022-06-28
2022;12;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);campo grande;al;tim;60,87;32;104;53,7029;68,0362;2022-12-28
2022;10;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);campo grande;al;claro;55,17;15;29;41,6007;68,7441;2022-10-28
2022;3;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);campo grande;al;claro;50,00;2;2;0,0000;100,0000;2022-03-28
2022;4;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);campo grande;al;claro;50,00;2;2;0,0000;100,0000;2022-04-28
2022;6;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);campo grande;al;claro;42,86;5;7;15,2333;70,4809;2022-06-28
2022;5;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);rio branco;ac;vivo;80,52;4047;18947;79,9907;81,0527;2022-05-28
2022;8;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);rio branco;ac;claro;74,79;7024;31130;74,3721;75,2006;2022-08-28
2022;8;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);campo grande;al;claro;50,00;12;22;34,4180;65,5819;2022-08-28
2022;4;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);campo grande;al;tim;52,17;23;43;41,0284;63,3193;2022-04-28
2022;11;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);campo grande;al;tim;74,78;27;103;67,5812;81,9839;2022-11-28
2022;6;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);campo grande;al;tim;70,89;28;73;62,3320;79,4401;2022-06-28
2022;11;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);aracaju;se;tim;84,50;9441;36690;84,1210;84,8841;2022-11-28
2022;3;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);aracaju;se;tim;84,30;5766;15740;83,7185;84,8836;2022-03-28
2022;5;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);aracaju;se;tim;84,64;10370;40853;84,2809;85,0040;2022-05-28
2022;10;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);aracaju;se;claro;91,60;7246;26206;91,1510;92,0539;2022-10-28
2022;8;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);aracaju;se;tim;85,04;13632;60967;84,7434;85,3354;2022-08-28
2022;10;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);aracaju;se;tim;85,03;10243;40261;84,6609;85,3894;2022-10-28
2022;5;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);aracaju;se;claro;90,25;1657;6029;89,3058;91,1883;2022-05-28
2022;7;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);aracaju;se;claro;89,43;3925;14274;88,8195;90,0430;2022-07-28
2022;5;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);boa vista;pb;tim;75,81;71;124;69,2431;82,3697;2022-05-28
2022;4;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);boa vista;pb;vivo;83,33;8;6;53,4961;100,0000;2022-04-28
2022;5;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);boa vista;pb;vivo;71,43;10;7;43,8047;99,0523;2022-05-28
2022;4;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);porto velho;ro;vivo;76,28;2044;6854;75,3938;77,1594;2022-04-28
2022;9;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);boa vista;pb;tim;66,43;80;139;60,2295;72,6276;2022-09-28
2022;10;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);boa vista;pb;tim;64,15;56;98;56,7681;71,5337;2022-10-28
2022;3;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);boa vista;pb;tim;85,11;26;47;74,4457;95,7670;2022-03-28
2022;4;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);boa vista;pb;tim;78,02;54;91;70,3605;85,6834;2022-04-28
2022;9;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);boa vista;pb;vivo;26,09;17;23;10,8475;41,3263;2022-09-28
2022;6;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);boa vista;pb;tim;74,52;85;157;68,6894;80,3551;2022-06-28
2022;8;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);boa vista;pb;vivo;33,33;17;21;17,3847;49,2819;2022-08-28
2022;8;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);boa vista;pb;tim;72,73;93;176;67,2182;78,2363;2022-08-28
2022;11;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);boa vista;pb;tim;60,92;43;78;52,6442;69,1948;2022-11-28
2022;10;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);boa vista;pb;vivo;28,57;21;28;14,7595;42,3833;2022-10-28
2022;6;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);boa vista;pb;vivo;71,43;13;7;43,8047;99,0523;2022-06-28
2022;7;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);boa vista;pb;tim;72,51;90;171;66,9256;78,1036;2022-07-28
2022;11;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);boa vista;pb;vivo;33,33;28;36;21,1523;45,5142;2022-11-28
2022;12;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);boa vista;pb;vivo;45,00;44;60;35,5646;54,4353;2022-12-28
2022;7;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);boa vista;pb;vivo;46,15;15;13;25,8835;66,4241;2022-07-28
2022;3;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);boa vista;pb;vivo;100,00;4;2;48,3205;100,0000;2022-03-28
2022;12;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);boa vista;pb;tim;58,33;52;76;49,9498;66,7168;2022-12-28
2022;6;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);aracaju;se;tim;84,79;11395;49125;84,4621;85,1216;2022-06-28
2022;8;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);aracaju;se;claro;90,08;5182;18768;89,5442;90,6111;2022-08-28
2022;9;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);aracaju;se;tim;85,36;12287;50812;85,0394;85,6879;2022-09-28
2022;9;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);aracaju;se;claro;91,06;6206;22452;90,5737;91,5493;2022-09-28
2022;4;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);aracaju;se;vivo;72,31;7914;16797;71,7474;72,8752;2022-04-28
2022;12;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);aracaju;se;claro;92,99;8200;26208;92,5384;93,4413;2022-12-28
2022;3;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);aracaju;se;vivo;73,00;4254;6392;72,0853;73,9136;2022-03-28
2022;12;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);aracaju;se;tim;83,63;10459;35544;83,2470;84,0223;2022-12-28
2022;4;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);aracaju;se;claro;89,51;408;1623;87,6912;91,3195;2022-04-28
2022;9;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);aracaju;se;vivo;72,37;19307;64563;72,0866;72,6619;2022-09-28
2022;4;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);porto velho;ro;claro;82,82;1245;6746;81,9296;83,7092;2022-04-28
2022;9;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);porto velho;ro;vivo;80,20;4524;22994;79,7188;80,6828;2022-09-28
2022;5;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);porto velho;ro;tim;86,45;3061;16980;85,8937;87,0155;2022-05-28
2022;7;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);porto velho;ro;vivo;78,71;3923;18857;78,1812;79,2457;2022-07-28
2022;5;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);aracaju;se;vivo;71,67;10942;27394;71,2266;72,1098;2022-05-28
2022;10;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);aracaju;se;vivo;72,66;19247;62320;72,3676;72,9532;2022-10-28
2022;11;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);porto velho;ro;tim;78,57;2934;13630;77,9433;79,1953;2022-11-28
2022;10;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);porto velho;ro;tim;80,11;3070;14455;79,5028;80,7185;2022-10-28
2022;6;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);boa vista;rr;vivo;69,45;10001;47162;69,1155;69,7886;2022-06-28
2022;3;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);boa vista;rr;claro;73,96;110;576;70,9130;77,0035;2022-03-28
2022;11;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);boa vista;rr;vivo;73,58;14289;72389;73,3044;73,8477;2022-11-28
2022;10;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);boa vista;rr;claro;72,39;1960;6997;71,5144;73,2618;2022-10-28
2022;9;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);boa vista;rr;tim;74,19;6998;33540;73,7929;74,5910;2022-09-28
2022;4;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);sao paulo;sp;vivo;72,63;76701;106783;72,4016;72,8490;2022-04-28
2022;12;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);sao paulo;sp;vivo;78,85;99999;328489;78,7216;78,9767;2022-12-28
2022;4;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);boa vista;rr;vivo;72,28;6208;22416;71,7905;72,7668;2022-04-28
2022;6;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);sao paulo;sp;claro;78,19;99999;766292;78,1043;78,2713;2022-06-28
2022;11;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);curitiba;pr;claro;91,91;51917;190405;91,7408;92,0757;2022-11-28
2022;12;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);curitiba;pr;claro;91,88;54638;194762;91,7096;92,0408;2022-12-28
2022;7;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);sao paulo;sp;claro;78,27;99999;999999;78,1951;78,3392;2022-07-28
2022;7;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);curitiba;pr;tim;69,28;83466;328250;69,1528;69,4079;2022-07-28
2022;3;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);curitiba;pr;claro;92,83;1667;6776;91,9397;93,7154;2022-03-28
2022;7;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);sao paulo;sp;vivo;73,38;99999;265765;73,2363;73,5199;2022-07-28
2022;5;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);sao paulo;sp;claro;77,85;99999;480510;77,7478;77,9587;2022-05-28
2022;11;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);boa vista;rr;tim;74,69;5109;22635;74,2041;75,1757;2022-11-28
2022;10;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);sao paulo;sp;claro;76,98;99999;999999;76,9212;77,0292;2022-10-28
2022;12;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);sao paulo;sp;claro;76,27;99999;999999;76,2194;76,3265;2022-12-28
2022;5;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);sao paulo;sp;tim;82,16;99999;999999;82,1052;82,2181;2022-05-28
2022;11;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);sao paulo;sp;vivo;76,89;99999;313870;76,7618;77,0227;2022-11-28
2022;3;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);sao paulo;sp;claro;78,43;21960;104183;78,2009;78,6538;2022-03-28
2022;4;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);sao paulo;sp;claro;78,25;33170;178124;78,0751;78,4214;2022-04-28
2022;11;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);sao paulo;sp;claro;76,62;99999;999999;76,5655;76,6733;2022-11-28
2022;8;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);sao paulo;sp;vivo;73,58;99999;324041;73,4473;73,7041;2022-08-28
2022;5;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);boa vista;rr;tim;71,89;6059;30150;71,4729;72,3147;2022-05-28
2022;4;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);goiania;go;tim;81,85;40286;171455;81,6700;82,0230;2022-04-28
2022;9;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);sao paulo;sp;vivo;74,27;99999;321207;74,1427;74,4006;2022-09-28
2022;9;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);sao paulo;sp;claro;77,05;99999;999999;76,9966;77,1128;2022-09-28
2022;11;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);boa vista;rr;claro;72,00;1996;6589;71,0984;72,8991;2022-11-28
2022;11;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);goiania;go;tim;80,13;37609;149345;79,9407;80,3190;2022-11-28
2022;4;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);sao paulo;sp;tim;82,30;99999;999999;82,2324;82,3601;2022-04-28
2022;11;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);sao paulo;sp;tim;81,20;99999;999999;81,1405;81,2632;2022-11-28
2022;6;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);goiania;go;tim;81,03;49987;255184;80,8819;81,1713;2022-06-28
2022;12;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);goiania;go;claro;73,90;56230;199926;73,7398;74,0667;2022-12-28
2022;3;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);sao paulo;sp;tim;81,86;99999;664869;81,7738;81,9531;2022-03-28
2022;7;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);sao paulo;sp;tim;82,35;99999;999999;82,2968;82,3948;2022-07-28
2022;3;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);sao paulo;sp;vivo;72,53;43998;52136;72,2067;72,8469;2022-03-28
2022;6;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);sao paulo;sp;vivo;72,39;99999;213590;72,2283;72,5446;2022-06-28
2022;9;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);sao paulo;sp;tim;82,11;99999;999999;82,0564;82,1599;2022-09-28
2022;12;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);sao paulo;sp;tim;80,84;99999;999999;80,7779;80,8997;2022-12-28
2022;5;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);sao paulo;sp;vivo;72,36;99999;156893;72,1712;72,5402;2022-05-28
2022;6;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);sao paulo;sp;tim;82,33;99999;999999;82,2787;82,3816;2022-06-28
2022;10;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);sao paulo;sp;tim;81,49;99999;999999;81,4294;81,5466;2022-10-28
2022;11;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);goiania;go;claro;74,11;53117;193072;73,9459;74,2785;2022-11-28
2022;5;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);goiania;go;tim;81,67;46091;216361;81,5100;81,8243;2022-05-28
2022;12;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);goiania;go;tim;81,30;41839;145020;81,1079;81,4917;2022-12-28
2022;3;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);boa vista;rr;vivo;73,89;3663;10110;73,1603;74,6141;2022-03-28
2022;5;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);boa vista;rr;vivo;69,85;8168;34200;69,4498;70,2402;2022-05-28
2022;4;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);goiania;go;vivo;82,30;8395;33930;81,9069;82,7005;2022-04-28
2022;8;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);goiania;go;tim;81,10;57591;300533;80,9659;81,2325;2022-08-28
2022;3;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);goiania;go;tim;81,77;27713;88479;81,5262;82,0176;2022-03-28
2022;7;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);curitiba;pr;vivo;84,93;16271;76805;84,6637;85,1911;2022-07-28
2022;12;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);goiania;go;vivo;83,08;20642;109585;82,8594;83,3009;2022-12-28
2022;7;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);curitiba;pr;claro;91,69;25986;96297;91,4589;91,9299;2022-07-28
2022;6;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);curitiba;pr;claro;91,52;18133;68459;91,2455;91,8041;2022-06-28
2022;4;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);goiania;go;claro;79,55;3458;17202;78,9916;80,1061;2022-04-28
2022;3;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);curitiba;pr;vivo;84,17;4763;10718;83,4617;84,8736;2022-03-28
2022;5;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);curitiba;pr;vivo;83,91;9510;30995;83,4913;84,3215;2022-05-28
2022;4;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);curitiba;pr;tim;68,74;59997;194203;68,5715;68,9031;2022-04-28
2022;5;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);curitiba;pr;tim;68,74;69663;245897;68,5939;68,8887;2022-05-28
2022;4;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);curitiba;pr;claro;92,39;2697;11963;91,7250;93,0614;2022-04-28
2022;8;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);curitiba;pr;vivo;84,80;18917;100807;84,5726;85,0330;2022-08-28
2022;10;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);curitiba;pr;vivo;84,37;21432;126650;84,1692;84,5799;2022-10-28
2022;8;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);curitiba;pr;claro;91,52;34896;128756;91,3190;91,7264;2022-08-28
2022;10;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);curitiba;pr;tim;70,84;60252;217298;70,6786;70,9922;2022-10-28
2022;6;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);curitiba;pr;tim;69,16;77326;300080;69,0241;69,2909;2022-06-28
2022;12;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);curitiba;pr;tim;73,32;61659;183062;73,1507;73,4924;2022-12-28
2022;4;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);curitiba;pr;vivo;83,51;7532;21726;83,0101;84,0018;2022-04-28
2022;3;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);curitiba;pr;tim;68,29;37722;98730;68,0556;68,5208;2022-03-28
2022;8;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);boa vista;rr;tim;72,99;7777;42712;72,6352;73,3424;2022-08-28
2022;8;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);boa vista;rr;claro;73,27;1467;5821;72,3112;74,2271;2022-08-28
2022;6;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);boa vista;rr;claro;71,89;832;3668;70,6852;73,0987;2022-06-28
2022;9;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);goiania;go;vivo;82,09;19066;110601;81,8730;82,3125;2022-09-28
2022;9;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);curitiba;pr;claro;91,78;41702;155272;91,5973;91,9682;2022-09-28
2022;8;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);curitiba;pr;tim;69,17;89705;357251;69,0439;69,2884;2022-08-28
2022;8;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);sao paulo;sp;claro;77,62;99999;999999;77,5529;77,6794;2022-08-28
2022;8;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);sao paulo;sp;tim;82,18;99999;999999;82,1361;82,2297;2022-08-28
2022;9;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);boa vista;rr;vivo;71,78;13969;75049;71,5116;72,0452;2022-09-28
2022;10;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);sao paulo;sp;vivo;75,40;99999;314552;75,2689;75,5296;2022-10-28
2022;8;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);boa vista;rr;vivo;72,47;13431;73058;72,1966;72,7374;2022-08-28
2022;12;INF5-3;experiencia do uso de aplicativos em redes de dados - carregar videos hd (streaming);curitiba;pr;vivo;84,07;24713;142170;83,8806;84,2683;2022-12-28
